BcnA	32	183	WP_014237410.1,YceI	192	32	183	151	46.711	2.54e-45
BcnA	31	185	WP_085753589.1,YceI	187	28	182	147	49.677	1.11e-43
BcnA	32	184	WP_013149411.1,YceI	183	31	180	145	48.366	2.76e-43
BcnA	32	184	WP_054620587.1,YceI	200	42	194	130	41.176	4.26e-37
BcnA	28	185	WP_043641609.1,YceI	185	26	183	117	39.873	2.63e-32
BcnA	123	186	WP_167361434.1,YceI	65	1	64	96.3	68.750	2.44e-25
BcnA	8	162	WP_134465757.1,polyisoprenoid-binding	196	12	174	82.4	31.138	2.14e-18
BcnA	46	182	WP_164775028.1,polyisoprenoid-binding	184	39	178	77.0	31.757	1.41e-16
BcnA	46	182	WP_028861859.1,polyisoprenoid-binding	191	46	185	77.4	31.757	1.53e-16
BcnA	46	161	WP_115099987.1,polyisoprenoid-binding	196	51	173	70.9	30.709	4.45e-14
BcnA	50	186	WP_018077458.1,YceI	193	49	187	65.5	33.775	3.98e-12
BcnA	46	136	WP_015002875.1,polyisoprenoid-binding	191	46	132	64.7	32.967	8.00e-12
BcnA	50	186	WP_054620586.1,polyisoprenoid-binding	189	50	188	64.3	34.722	1.00e-11
BcnA	49	184	WP_018509469.1,YceI	191	48	185	64.3	33.566	1.08e-11
BcnA	50	186	WP_013148979.1,YceI	188	49	187	63.9	33.103	1.50e-11
BcnA	50	186	WP_018992759.1,YceI	192	53	191	63.5	34.722	2.47e-11
BcnA	54	180	WP_091015640.1,polyisoprenoid-binding	208	71	200	63.2	29.851	3.47e-11
BcnA	50	186	WP_041100286.1,YceI	188	49	187	62.4	31.944	5.21e-11
